row_element,column_element,cooccurrence_count
Bk,He,0
Bk,Hf,0
Bk,Hg,0
Bk,Ho,0
Bk,Hs,0
Bk,I,4
Bk,In,0
Bk,Ir,0
Bk,K,0
Bk,Kr,0
Bk,La,0
Bk,Li,8
Bk,Lr,0
Bk,Lu,0
Bk,Lv,0
Bk,Mc,0
Bk,Md,0
Bk,Mg,1
Bk,Mn,0
Bk,Mo,0
Bk,Mt,0
Bk,N,97
Bk,Na,0
Bk,Nb,1
Bk,Nd,0
Bk,Ne,0
Bk,Nh,0
Bk,Ni,0
Bk,No,1
Bk,Np,0
Bk,O,51
Bk,Og,0
Bk,Os,0
Bk,P,3
Bk,Pa,0
Bk,Pb,2
Bk,Pd,0
Bk,Pm,0
Bk,Po,0
Bk,Pr,0
Bk,Pt,1
Bk,Pu,0
Bk,Ra,0
Bk,Rb,0
Bk,Re,0
Bk,Rf,0
Bk,Rg,0
Bk,Rh,0
Bk,Rn,0
Bk,Ru,0
Bk,S,11
Bk,Sb,0
Bk,Sc,0
Bk,Se,0
Bk,Sg,0
Bk,Si,4
Bk,Sm,0
Bk,Sn,0
Bk,Sr,0
Bk,Ta,0
Bk,Tb,0
Bk,Tc,0
Bk,Te,0
Bk,Th,0
Bk,Ti,2
Bk,Tl,0
Bk,Tm,0
Bk,Ts,0
Bk,U,0
Bk,V,0
Bk,W,1
Bk,Xe,0
Bk,Y,2
Bk,Yb,1
Bk,Zn,1
Bk,Zr,0
Br,Ac,460
Br,Ag,1033
Br,Al,3473
Br,Am,9
Br,Ar,285
Br,As,1308
Br,At,42
Br,Au,467
Br,B,108711
Br,Ba,254
Br,Be,48
Br,Bh,7
Br,Bi,485
Br,Bk,4
Br,Br,8576070
Br,C,8569142
Br,Ca,620
Br,Cd,218
Br,Ce,118
Br,Cf,9
Br,Cl,1533321
Br,Cm,11
Br,Cn,0
Br,Co,1467
Br,Cr,401
Br,Cs,2382
Br,Cu,4028
Br,Db,2
Br,Ds,0
Br,Dy,38
Br,Er,30
Br,Es,13
Br,Eu,91
Br,F,1750907
Br,Fe,2793
Br,Fl,0
Br,Fm,56
Br,Fr,1
Br,Ga,305
Br,Gd,98
Br,Ge,1007
Br,H,8569053
Br,He,9
Br,Hf,573
Br,Hg,1109
Br,Ho,42
Br,Hs,1
Br,I,172196
Br,In,526
Br,Ir,1767
Br,K,14258
Br,Kr,2
Br,La,114
Br,Li,11496
Br,Lr,21
Br,Lu,25
Br,Lv,0
Br,Mc,0
Br,Md,1
Br,Mg,17432
Br,Mn,1341
Br,Mo,760
Br,Mt,2
Br,N,7500385
Br,Na,23393
Br,Nb,82
Br,Nd,109
Br,Ne,3
Br,Nh,0
Br,Ni,3162
Br,No,16
Br,Np,10
Br,O,7100436
Br,Og,0
Br,Os,353
Br,P,97261
Br,Pa,8
Br,Pb,723
Br,Pd,7863
Br,Pm,8
Br,Po,55
Br,Pr,92
Br,Pt,1990
Br,Pu,7
Br,Ra,3
Br,Rb,266
Br,Re,413
Br,Rf,64
Br,Rg,0
Br,Rh,312
Br,Rn,3
Br,Ru,1194
Br,S,2382534
Br,Sb,671
Br,Sc,68
Br,Se,5092
Br,Sg,7
Br,Si,84650
Br,Sm,45
Br,Sn,7992
Br,Sr,100
Br,Ta,86
Br,Tb,48
Br,Tc,53
Br,Te,1104
Br,Th,34
Br,Ti,1814
Br,Tl,328
Br,Tm,20
Br,Ts,0
Br,U,1107
Br,V,2118
Br,W,1601
Br,Xe,17
Br,Y,3130
Br,Yb,62
Br,Zn,8551
Br,Zr,3303
C,Ac,9616
C,Ag,13924
C,Al,63356
C,Am,234
C,Ar,3633
C,As,30169
C,At,1028
C,Au,14663
C,B,1276400
C,Ba,9783
C,Be,2047
C,Bh,57
C,Bi,10326
C,Bk,112
C,Br,8569142
C,C,123718939
C,Ca,34886
C,Cd,4875
C,Ce,4137
C,Cf,179
C,Cl,21783671
C,Cm,559
C,Cn,0
C,Co,36451
C,Cr,19496
C,Cs,10020
C,Cu,55099
C,Db,90
C,Ds,3
C,Dy,1442
C,Er,1204
C,Es,304
C,Eu,4245
C,F,25115658
C,Fe,67414
C,Fl,0
C,Fm,2031
C,Fr,47
C,Ga,7761
C,Gd,5910
C,Ge,41825
C,H,123672020
C,He,214
C,Hf,20272
C,Hg,13239
C,Ho,1092
C,Hs,57
C,I,2525309
C,In,9050
C,Ir,159635
C,K,141967
C,Kr,47
C,La,3864
C,Li,105760
C,Lr,790
C,Lu,1807
C,Lv,0
C,Mc,0
C,Md,58
C,Mg,51176
C,Mn,21121
C,Mo,12855
C,Mt,65
C,N,110297371
C,Na,390402
C,Nb,2824
C,Nd,3614
C,Ne,95
C,Nh,0
C,Ni,39294
C,No,292
C,Np,336
C,O,108683293
C,Og,0
C,Os,7597
C,P,2453556
C,Pa,196
C,Pb,12445
C,Pd,45582
C,Pm,209
C,Po,1121
C,Pr,2566
C,Pt,135416
C,Pu,214
C,Ra,158
C,Rb,9450
C,Re,8730
C,Rf,4992
C,Rg,1
C,Rh,12981
C,Rn,66
C,Ru,35883
C,S,36144747
C,Sb,14381
C,Sc,2189
C,Se,112997
C,Sg,121
C,Si,1787298
C,Sm,2186
C,Sn,101670
C,Sr,3606
C,Ta,2886
C,Tb,1975
C,Tc,3300
C,Te,17647
C,Th,925
C,Ti,66901
C,Tl,5104
C,Tm,673
C,Ts,0
C,U,19484
C,V,33371
C,W,38299
C,Xe,371
C,Y,93184
C,Yb,2226
C,Zn,63705
C,Zr,99194
Ca,Ac,1
Ca,Ag,164
Ca,Al,2126
Ca,Am,1
Ca,Ar,13
Ca,As,187
Ca,At,3
Ca,Au,77
Ca,B,1090
Ca,Ba,863
Ca,Be,78
Ca,Bh,0
Ca,Bi,243
Ca,Bk,0
Ca,Br,620
Ca,C,34886
Ca,Ca,46990
Ca,Cd,132
Ca,Ce,182
Ca,Cf,0
Ca,Cl,4750
Ca,Cm,1
Ca,Cn,0
Ca,Co,226
Ca,Cr,289
Ca,Cs,80
Ca,Cu,674
Ca,Db,3
Ca,Ds,0
Ca,Dy,22
Ca,Er,16
Ca,Es,0
Ca,Eu,60
Ca,F,3023
Ca,Fe,1154
Ca,Fl,0
Ca,Fm,0
Ca,Fr,4
Ca,Ga,111
Ca,Gd,74
Ca,Ge,91
Ca,H,42421
Ca,He,1
Ca,Hf,25
Ca,Hg,75
Ca,Ho,10
Ca,Hs,0
Ca,I,505
Ca,In,78
Ca,Ir,14
Ca,K,1531
Ca,Kr,1
Ca,La,268
Ca,Li,575
Ca,Lr,0
Ca,Lu,29
Ca,Lv,0
Ca,Mc,0
Ca,Md,0
Ca,Mg,2740
Ca,Mn,753
Ca,Mo,157
Ca,Mt,0
Ca,N,14114
Ca,Na,3017
Ca,Nb,99
Ca,Nd,51
Ca,Ne,6
Ca,Nh,0
Ca,Ni,267
Ca,No,2
Ca,Np,0
Ca,O,41220
Ca,Og,0
Ca,Os,14
Ca,P,6259
Ca,Pa,1
Ca,Pb,418
Ca,Pd,45
Ca,Pm,0
Ca,Po,7
Ca,Pr,35
Ca,Pt,33
Ca,Pu,1
Ca,Ra,1
Ca,Rb,48
Ca,Re,20
Ca,Rf,1
Ca,Rg,0
Ca,Rh,17
Ca,Rn,1
Ca,Ru,29
Ca,S,12208
Ca,Sb,120
Ca,Sc,39
Ca,Se,200
Ca,Sg,0
Ca,Si,2443
Ca,Sm,39
Ca,Sn,205
Ca,Sr,883
Ca,Ta,67
Ca,Tb,16
Ca,Tc,9
Ca,Te,32
Ca,Th,8
Ca,Ti,658
Ca,Tl,55
Ca,Tm,8
Ca,Ts,0
Ca,U,54
Ca,V,201
Ca,W,132
Ca,Xe,0
Ca,Y,190
Ca,Yb,32
Ca,Zn,1360
Ca,Zr,337
Cd,Ac,1
Cd,Ag,133
Cd,Al,110
Cd,Am,0
Cd,Ar,3
Cd,As,129
Cd,At,0
Cd,Au,74
Cd,B,171
Cd,Ba,168
Cd,Be,25
Cd,Bh,0
Cd,Bi,129
Cd,Bk,0
Cd,Br,218
Cd,C,4875
Cd,Ca,132
Cd,Cd,7940
Cd,Ce,28
Cd,Cf,0
Cd,Cl,747
Cd,Cm,2
Cd,Cn,0
Cd,Co,117
Cd,Cr,176
Cd,Cs,24
Cd,Cu,318
Cd,Db,0
Cd,Ds,0
Cd,Dy,10
Cd,Er,4
Cd,Es,0
Cd,Eu,15
Cd,F,364
Cd,Fe,151
Cd,Fl,0
Cd,Fm,0
Cd,Fr,0
Cd,Ga,156
Cd,Gd,12
Cd,Ge,178
Cd,H,6080
Cd,He,3
Cd,Hf,9
Cd,Hg,250
Cd,Ho,5
Cd,Hs,0
Cd,I,163
Cd,In,286
Cd,Ir,11
Cd,K,114
Cd,Kr,1
Cd,La,17
Cd,Li,73
Cd,Lr,0
Cd,Lu,3
Cd,Lv,0
Cd,Mc,0
Cd,Md,0
Cd,Mg,103
Cd,Mn,105
Cd,Mo,55
Cd,Mt,0
Cd,N,2573
Cd,Na,81
Cd,Nb,21
Cd,Nd,14
Cd,Ne,3
Cd,Nh,0
Cd,Ni,222
Cd,No,0
Cd,Np,1
Cd,O,4952
Cd,Og,0
Cd,Os,7
Cd,P,491
Cd,Pa,0
Cd,Pb,339
Cd,Pd,26
Cd,Pm,0
Cd,Po,4
Cd,Pr,5
Cd,Pt,26
Cd,Pu,3
Cd,Ra,0
Cd,Rb,12
Cd,Re,19
Cd,Rf,0
Cd,Rg,0
Cd,Rh,14
Cd,Rn,0
Cd,Ru,14
Cd,S,1634
Cd,Sb,88
Cd,Sc,6
Cd,Se,384
Cd,Sg,0
Cd,Si,194
Cd,Sm,11
Cd,Sn,252
Cd,Sr,34
Cd,Ta,17
Cd,Tb,15
Cd,Tc,5
Cd,Te,195
Cd,Th,12
Cd,Ti,63
Cd,Tl,34
Cd,Tm,4
Cd,Ts,0
Cd,U,10
Cd,V,38
Cd,W,52
Cd,Xe,2
Cd,Y,33
Cd,Yb,8
Cd,Zn,707
Cd,Zr,58
Ce,Ac,5
Ce,Ag,65
Ce,Al,331
Ce,Am,1
Ce,Ar,2
Ce,As,15
Ce,At,1
Ce,Au,33
Ce,B,244
Ce,Ba,114
Ce,Be,12
Ce,Bh,0
Ce,Bi,91
Ce,Bk,1
Ce,Br,118
Ce,C,4137
Ce,Ca,182
Ce,Cd,28
Ce,Ce,8210
Ce,Cf,1
Ce,Cl,703
Ce,Cm,1
Ce,Cn,0
Ce,Co,210
Ce,Cr,82
Ce,Cs,22
Ce,Cu,235
Ce,Db,0
Ce,Ds,0
Ce,Dy,15
Ce,Er,41
Ce,Es,1
Ce,Eu,67
Ce,F,594
Ce,Fe,283
Ce,Fl,0
Ce,Fm,0
Ce,Fr,0
Ce,Ga,23
Ce,Gd,101
Ce,Ge,33
Ce,H,5869
Ce,He,0
Ce,Hf,40
Ce,Hg,7
Ce,Ho,20
Ce,Hs,1
Ce,I,135
Ce,In,70
Ce,Ir,42
Ce,K,177
Ce,Kr,0
Ce,La,553
Ce,Li,146
Ce,Lr,0
Ce,Lu,35
Ce,Lv,0
Ce,Mc,0
Ce,Md,0
Ce,Mg,286
Ce,Mn,299
Ce,Mo,163
Ce,Mt,0
Ce,N,2169
Ce,Na,225
Ce,Nb,63
Ce,Nd,198
Ce,Ne,1
Ce,Nh,0
Ce,Ni,222
Ce,No,0
Ce,Np,2
Ce,O,5523
Ce,Og,0
Ce,Os,3
Ce,P,518
Ce,Pa,3
Ce,Pb,37
Ce,Pd,51
Ce,Pm,7
Ce,Po,4
Ce,Pr,159
Ce,Pt,39
Ce,Pu,9
Ce,Ra,1
Ce,Rb,23
Ce,Re,12
Ce,Rf,1
Ce,Rg,0
Ce,Rh,35
Ce,Rn,1
Ce,Ru,51
Ce,S,887
Ce,Sb,65
Ce,Sc,31
Ce,Se,32
Ce,Sg,0
Ce,Si,415
Ce,Sm,71
Ce,Sn,124
Ce,Sr,118
Ce,Ta,50
Ce,Tb,109
Ce,Tc,0
Ce,Te,8
Ce,Th,31
Ce,Ti,289
Ce,Tl,13
Ce,Tm,7
Ce,Ts,0
Ce,U,16
Ce,V,80
Ce,W,111
Ce,Xe,0
Ce,Y,220
Ce,Yb,43
Ce,Zn,144
Ce,Zr,457
Cf,Ac,0
Cf,Ag,1
Cf,Al,1
Cf,Am,0
Cf,Ar,0
Cf,As,0
Cf,At,0
Cf,Au,1
Cf,B,1
Cf,Ba,0
Cf,Be,0
Cf,Bh,0
Cf,Bi,0
Cf,Bk,1
Cf,Br,9
Cf,C,179
Cf,Ca,0
Cf,Cd,0
Cf,Ce,1
Cf,Cf,230
Cf,Cl,31
Cf,Cm,5
Cf,Cn,0
Cf,Co,2
Cf,Cr,1
Cf,Cs,0
Cf,Cu,0
Cf,Db,0
Cf,Ds,0
Cf,Dy,0
Cf,Er,0
Cf,Es,0
Cf,Eu,0
Cf,F,44
Cf,Fe,0
Cf,Fl,0
Cf,Fm,0
Cf,Fr,0
Cf,Ga,1
Cf,Gd,0
Cf,Ge,0
Cf,H,183
Cf,He,0
Cf,Hf,1
Cf,Hg,0
Cf,Ho,0
Cf,Hs,0
Cf,I,4
Cf,In,0
Cf,Ir,1
Cf,K,1
Cf,Kr,0
Cf,La,3
Cf,Li,2
Cf,Lr,0
Cf,Lu,0
Cf,Lv,0
Cf,Mc,0
Cf,Md,0
Cf,Mg,0
Cf,Mn,0
Cf,Mo,0
Cf,Mt,0
Cf,N,109
Cf,Na,1
Cf,Nb,0
Cf,Nd,0
Cf,Ne,0
Cf,Nh,0
Cf,Ni,0
Cf,No,0
Cf,Np,0
Cf,O,152
Cf,Og,0
Cf,Os,0
Cf,P,6
Cf,Pa,0
Cf,Pb,0
Cf,Pd,1
Cf,Pm,0
Cf,Po,0
Cf,Pr,0
Cf,Pt,0
Cf,Pu,0
Cf,Ra,0
Cf,Rb,0
Cf,Re,0
Cf,Rf,3
Cf,Rg,0
Cf,Rh,0
Cf,Rn,0
Cf,Ru,0
Cf,S,44
Cf,Sb,0
Cf,Sc,0
Cf,Se,0
Cf,Sg,0
Cf,Si,14
Cf,Sm,0
Cf,Sn,0
Cf,Sr,0
Cf,Ta,1
Cf,Tb,0
Cf,Tc,0
Cf,Te,0
Cf,Th,0
Cf,Ti,0
Cf,Tl,0
Cf,Tm,0
Cf,Ts,0
Cf,U,0
Cf,V,1
Cf,W,0
Cf,Xe,0
Cf,Y,0
Cf,Yb,0
Cf,Zn,1
Cf,Zr,2
Cl,Ac,933
Cl,Ag,2158
Cl,Al,13100
Cl,Am,21
Cl,Ar,566
Cl,As,4407
Cl,At,67
Cl,Au,3037
Cl,B,144914
Cl,Ba,1330
Cl,Be,162
Cl,Bh,5
Cl,Bi,1338
Cl,Bk,10
Cl,Br,1533321
Cl,C,21783671
Cl,Ca,4750
Cl,Cd,747
Cl,Ce,703
Cl,Cf,31
Cl,Cl,21810735
Cl,Cm,81
Cl,Cn,0
Cl,Co,6179
Cl,Cr,4181
Cl,Cs,3147
Cl,Cu,10538
Cl,Db,35
Cl,Ds,1
Cl,Dy,189
Cl,Er,154
Cl,Es,44
Cl,Eu,310
Cl,F,4836401
Cl,Fe,12293
Cl,Fl,0
Cl,Fm,150
Cl,Fr,4
Cl,Ga,1177
Cl,Gd,452
Cl,Ge,3856
Cl,H,21790936
Cl,He,24
Cl,Hf,7699
Cl,Hg,3650
Cl,Ho,161
Cl,Hs,11
Cl,I,338992
Cl,In,1581
Cl,Ir,2827
Cl,K,25080
Cl,Kr,9
Cl,La,441
Cl,Li,20642
Cl,Lr,41
Cl,Lu,145
Cl,Lv,0
Cl,Mc,0
Cl,Md,4
Cl,Mg,14846
Cl,Mn,5393
Cl,Mo,1584
Cl,Mt,4
Cl,N,20186401
Cl,Na,65364
Cl,Nb,612
Cl,Nd,679
Cl,Ne,14
Cl,Nh,0
Cl,Ni,6411
Cl,No,30
Cl,Np,36
Cl,O,19114192
Cl,Og,0
Cl,Os,1740
Cl,P,267623
Cl,Pa,16
Cl,Pb,1406
Cl,Pd,14816
Cl,Pm,19
Cl,Po,117
Cl,Pr,388
Cl,Pt,11787
Cl,Pu,41
Cl,Ra,6
Cl,Rb,625
Cl,Re,995
Cl,Rf,192
Cl,Rg,0
Cl,Rh,2756
Cl,Rn,4
Cl,Ru,17344
Cl,S,6823886
Cl,Sb,2937
Cl,Sc,241
Cl,Se,9630
Cl,Sg,8
Cl,Si,206546
Cl,Sm,246
Cl,Sn,13756
Cl,Sr,510
Cl,Ta,645
Cl,Tb,178
Cl,Tc,418
Cl,Te,1993
Cl,Th,149
Cl,Ti,30450
Cl,Tl,760
Cl,Tm,86
Cl,Ts,0
Cl,U,2924
Cl,V,5890
Cl,W,3672
Cl,Xe,25
Cl,Y,6433
Cl,Yb,171
Cl,Zn,12468
Cl,Zr,64218
Cm,Ac,2
Cm,Ag,0
Cm,Al,0
Cm,Am,3
Cm,Ar,0
Cm,As,0
Cm,At,0
Cm,Au,1
Cm,B,13
Cm,Ba,0
Cm,Be,1
Cm,Bh,0
Cm,Bi,2
Cm,Bk,2
Cm,Br,11
Cm,C,559
Cm,Ca,1
Cm,Cd,2
Cm,Ce,1
Cm,Cf,5
Cm,Cl,81
Cm,Cm,635
Cm,Cn,0
Cm,Co,15
Cm,Cr,2
Cm,Cs,2
Cm,Cu,1
Cm,Db,0
Cm,Ds,0
Cm,Dy,0
Cm,Er,2
Cm,Es,1
Cm,Eu,0
Cm,F,179
Cm,Fe,0
Cm,Fl,0
Cm,Fm,1
Cm,Fr,0
Cm,Ga,0
Cm,Gd,0
Cm,Ge,0
Cm,H,567
Cm,He,0
Cm,Hf,1
Cm,Hg,0
Cm,Ho,0
Cm,Hs,0
Cm,I,15
Cm,In,0
Cm,Ir,0
Cm,K,10
Cm,Kr,0
Cm,La,6
Cm,Li,0
Cm,Lr,0
Cm,Lu,0
Cm,Lv,0
Cm,Mc,0
Cm,Md,0
Cm,Mg,1
Cm,Mn,1
Cm,Mo,2
Cm,Mt,0
Cm,N,382
Cm,Na,3
Cm,Nb,0
Cm,Nd,5
Cm,Ne,0
Cm,Nh,0
Cm,Ni,1
Cm,No,0
Cm,Np,0
Cm,O,432
Cm,Og,0
Cm,Os,1
Cm,P,19
Cm,Pa,0
Cm,Pb,1
Cm,Pd,1
Cm,Pm,0
Cm,Po,0
Cm,Pr,0
Cm,Pt,0
Cm,Pu,17
Cm,Ra,0
Cm,Rb,1
Cm,Re,0
Cm,Rf,3
Cm,Rg,0
Cm,Rh,0
Cm,Rn,0
Cm,Ru,2
Cm,S,101
Cm,Sb,0
Cm,Sc,1
Cm,Se,0
Cm,Sg,0
Cm,Si,10
Cm,Sm,1
Cm,Sn,0
Cm,Sr,0
Cm,Ta,0
Cm,Tb,1
Cm,Tc,0
Cm,Te,0
Cm,Th,0
Cm,Ti,0
Cm,Tl,0
Cm,Tm,0
Cm,Ts,0
Cm,U,3
Cm,V,0
Cm,W,6
Cm,Xe,0
Cm,Y,7
Cm,Yb,0
Cm,Zn,1
Cm,Zr,1
Cn,Ac,0
Cn,Ag,0
Cn,Al,0
Cn,Am,0
Cn,Ar,0
Cn,As,0
Cn,At,0
Cn,Au,0
Cn,B,0
Cn,Ba,0
Cn,Be,0
Cn,Bh,0
Cn,Bi,0
Cn,Bk,0
Cn,Br,0
Cn,C,0
Cn,Ca,0
Cn,Cd,0
Cn,Ce,0
Cn,Cf,0
Cn,Cl,0
Cn,Cm,0
Cn,Cn,7
Cn,Co,0
Cn,Cr,0
Cn,Cs,0
Cn,Cu,0
Cn,Db,0
Cn,Ds,0
Cn,Dy,0
Cn,Er,0
Cn,Es,0
Cn,Eu,0
Cn,F,0
Cn,Fe,0
Cn,Fl,0
Cn,Fm,0
Cn,Fr,0
Cn,Ga,0
Cn,Gd,0
Cn,Ge,0
Cn,H,0
Cn,He,0
Cn,Hf,0
Cn,Hg,0
Cn,Ho,0
Cn,Hs,0
Cn,I,0
Cn,In,0
Cn,Ir,0
Cn,K,0
Cn,Kr,0
Cn,La,0
Cn,Li,0
Cn,Lr,0
Cn,Lu,0
Cn,Lv,0
Cn,Mc,0
Cn,Md,0
Cn,Mg,0
Cn,Mn,0
Cn,Mo,0
Cn,Mt,0
Cn,N,0
Cn,Na,0
Cn,Nb,0
Cn,Nd,0
Cn,Ne,0
Cn,Nh,0
Cn,Ni,0
Cn,No,0
Cn,Np,0
Cn,O,0
Cn,Og,0
Cn,Os,0
Cn,P,0
Cn,Pa,0
Cn,Pb,0
Cn,Pd,0
Cn,Pm,0
Cn,Po,0
Cn,Pr,0
Cn,Pt,0
Cn,Pu,0
Cn,Ra,0
Cn,Rb,0
Cn,Re,0
Cn,Rf,0
Cn,Rg,0
Cn,Rh,0
Cn,Rn,0
Cn,Ru,0
Cn,S,0
Cn,Sb,0
Cn,Sc,0
Cn,Se,0
Cn,Sg,0
Cn,Si,0
Cn,Sm,0
Cn,Sn,0
Cn,Sr,0
Cn,Ta,0
Cn,Tb,0
Cn,Tc,0
Cn,Te,0
Cn,Th,0
Cn,Ti,0
Cn,Tl,0
Cn,Tm,0
Cn,Ts,0
Cn,U,0
Cn,V,0
Cn,W,0
Cn,Xe,0
Cn,Y,0
Cn,Yb,0
Cn,Zn,0
Cn,Zr,0
Co,Ac,19
Co,Ag,159
Co,Al,952
Co,Am,0
Co,Ar,12
Co,As,96
Co,At,0
Co,Au,131
Co,B,1200
Co,Ba,179
Co,Be,42
Co,Bh,0
Co,Bi,212
Co,Bk,0
Co,Br,1467
Co,C,36451
Co,Ca,226
Co,Cd,117
Co,Ce,210
Co,Cf,2
Co,Cl,6179
Co,Cm,15
Co,Cn,0
Co,Co,45675
Co,Cr,849
Co,Cs,51
Co,Cu,986
Co,Db,0
Co,Ds,0
Co,Dy,64
Co,Er,23
Co,Es,1
Co,Eu,25
Co,F,2885
Co,Fe,1905
Co,Fl,0
Co,Fm,0
Co,Fr,3
Co,Ga,88
Co,Gd,90
Co,Ge,129
Co,H,40287
Co,He,2
Co,Hf,64
Co,Hg,62
Co,Ho,21
Co,Hs,0
Co,I,674
Co,In,110
Co,Ir,127
Co,K,556
Co,Kr,1
Co,La,262
Co,Li,1067
Co,Lr,0
Co,Lu,6
Co,Lv,0
Co,Mc,0
Co,Md,0
Co,Mg,421
Co,Mn,1645
Co,Mo,733
Co,Mt,0
Co,N,27778
Co,Na,1331
Co,Nb,173
Co,Nd,80
Co,Ne,0
Co,Nh,0
Co,Ni,2824
Co,No,3
Co,Np,3
Co,O,32547
Co,Og,0
Co,Os,37
Co,P,5228
Co,Pa,0
Co,Pb,126
Co,Pd,234
Co,Pm,7
Co,Po,6
Co,Pr,65
Co,Pt,350
Co,Pu,9
Co,Ra,1
Co,Rb,33
Co,Re,172
Co,Rf,2
Co,Rg,0
Co,Rh,150
Co,Rn,0
Co,Ru,270
Co,S,6125
Co,Sb,167
Co,Sc,44
Co,Se,232
Co,Sg,0
Co,Si,1798
Co,Sm,118
Co,Sn,306
Co,Sr,233
Co,Ta,185
Co,Tb,81
Co,Tc,9
Co,Te,47
Co,Th,32
Co,Ti,575
Co,Tl,17
Co,Tm,11
Co,Ts,0
Co,U,31
Co,V,314
Co,W,497
Co,Xe,0
Co,Y,178
Co,Yb,19
Co,Zn,835
Co,Zr,337
Cr,Ac,5
Cr,Ag,161
Cr,Al,988
Cr,Am,1
Cr,Ar,3
Cr,As,162
Cr,At,0
Cr,Au,138
Cr,B,588
Cr,Ba,153
Cr,Be,45
Cr,Bh,0
Cr,Bi,99
Cr,Bk,1
Cr,Br,401
Cr,C,19496
Cr,Ca,289
Cr,Cd,176
Cr,Ce,82
Cr,Cf,1
Cr,Cl,4181
Cr,Cm,2
Cr,Cn,0
Cr,Co,849
Cr,Cr,27025
Cr,Cs,61
Cr,Cu,943
Cr,Db,0
Cr,Ds,0
Cr,Dy,27
Cr,Er,20
Cr,Es,1
Cr,Eu,22
Cr,F,1414
Cr,Fe,1241
Cr,Fl,0
Cr,Fm,0
Cr,Fr,0
Cr,Ga,57
Cr,Gd,22
Cr,Ge,91
Cr,H,22923
Cr,He,2
Cr,Hf,89
Cr,Hg,104
Cr,Ho,20
Cr,Hs,0
Cr,I,216
Cr,In,65
Cr,Ir,34
Cr,K,609
Cr,Kr,1
Cr,La,136
Cr,Li,354
Cr,Lr,0
Cr,Lu,15
Cr,Lv,0
Cr,Mc,0
Cr,Md,0
Cr,Mg,379
Cr,Mn,796
Cr,Mo,680
Cr,Mt,0
Cr,N,11850
Cr,Na,2082
Cr,Nb,253
Cr,Nd,56
Cr,Ne,0
Cr,Nh,0
Cr,Ni,1186
Cr,No,0
Cr,Np,3
Cr,O,19394
Cr,Og,0
Cr,Os,22
Cr,P,2306
Cr,Pa,0
Cr,Pb,263
Cr,Pd,104
Cr,Pm,7
Cr,Po,5
Cr,Pr,17
Cr,Pt,194
Cr,Pu,4
Cr,Ra,0
Cr,Rb,42
Cr,Re,84
Cr,Rf,1
Cr,Rg,0
Cr,Rh,58
Cr,Rn,0
Cr,Ru,63
Cr,S,4793
Cr,Sb,162
Cr,Sc,47
Cr,Se,187
Cr,Sg,0
Cr,Si,1919
Cr,Sm,26
Cr,Sn,242
Cr,Sr,129
Cr,Ta,159
Cr,Tb,39
Cr,Tc,9
Cr,Te,56
Cr,Th,18
Cr,Ti,709
Cr,Tl,29
Cr,Tm,12
Cr,Ts,0
Cr,U,24
Cr,V,413
Cr,W,303
Cr,Xe,0
Cr,Y,146
Cr,Yb,12
Cr,Zn,571
Cr,Zr,326
Cs,Ac,12
Cs,Ag,54
Cs,Al,162
Cs,Am,1
Cs,Ar,8
Cs,As,29
Cs,At,0
Cs,Au,48
Cs,B,1352
Cs,Ba,63
Cs,Be,24
Cs,Bh,0
Cs,Bi,46
Cs,Bk,0
Cs,Br,2382
Cs,C,10020
Cs,Ca,80
Cs,Cd,24
Cs,Ce,22
Cs,Cf,0
Cs,Cl,3147
Cs,Cm,2
Cs,Cn,0
Cs,Co,51
Cs,Cr,61
Cs,Cs,12082
Cs,Cu,145
Cs,Db,0
Cs,Ds,0
Cs,Dy,15
Cs,Er,2
Cs,Es,4
Cs,Eu,14
Cs,F,3530
Cs,Fe,101
Cs,Fl,0
Cs,Fm,8
Cs,Fr,3
Cs,Ga,31
Cs,Gd,6
Cs,Ge,38
Cs,H,10877
Cs,He,2
Cs,Hf,13
Cs,Hg,23
Cs,Ho,3
Cs,Hs,0
Cs,I,903
Cs,In,43
Cs,Ir,39
Cs,K,489
Cs,Kr,0
Cs,La,35
Cs,Li,397
Cs,Lr,0
Cs,Lu,4
Cs,Lv,0
Cs,Mc,0
Cs,Md,0
Cs,Mg,112
Cs,Mn,105
Cs,Mo,50
Cs,Mt,0
Cs,N,7309
Cs,Na,742
Cs,Nb,27
Cs,Nd,9
Cs,Ne,1
Cs,Nh,0
Cs,Ni,40
Cs,No,0
Cs,Np,0
Cs,O,10057
Cs,Og,0
Cs,Os,51
Cs,P,990
Cs,Pa,0
Cs,Pb,160
Cs,Pd,309
Cs,Pm,1
Cs,Po,3
Cs,Pr,9
Cs,Pt,27
Cs,Pu,3
Cs,Ra,2
Cs,Rb,141
Cs,Re,16
Cs,Rf,2
Cs,Rg,0
Cs,Rh,15
Cs,Rn,0
Cs,Ru,44
Cs,S,3257
Cs,Sb,72
Cs,Sc,12
Cs,Se,51
Cs,Sg,0
Cs,Si,496
Cs,Sm,8
Cs,Sn,99
Cs,Sr,52
Cs,Ta,21
Cs,Tb,6
Cs,Tc,7
Cs,Te,29
Cs,Th,9
Cs,Ti,60
Cs,Tl,21
Cs,Tm,2
Cs,Ts,0
Cs,U,73
Cs,V,87
Cs,W,122
Cs,Xe,3
Cs,Y,54
Cs,Yb,4
Cs,Zn,72
Cs,Zr,39
Cu,Ac,20
Cu,Ag,849
