value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Alkaloids,210679,0,210679,0.0,47.46038003626902,0.0,NO_TARGET_POSITIVES
Amino acids and Peptides,30102,0,30102,0.0,6.781180658023676,0.0,NO_TARGET_POSITIVES
Carbohydrates,8225,0,8225,0.0,1.8528739257273517,0.0,NO_TARGET_POSITIVES
Fatty acids,27710,0,27710,0.0,6.242326623939807,0.0,NO_TARGET_POSITIVES
Polyketides,19715,0,19715,0.0,4.441265586105135,0.0,NO_TARGET_POSITIVES
Shikimates and Phenylpropanoids,88308,16,88292,0.018118403768627982,19.893445669681576,100.0,
Terpenoids,70569,0,70569,0.0,15.897320372602247,0.0,NO_TARGET_POSITIVES
TOTAL_RECORDS,443905,16,443889,0.003604374809925547,100.0,100.0,
TOTAL_ASSIGNMENTS,455308,16,455292,0.003514104737891713,102.56879287234881,100.0,
