atom_count,record_count,percent_of_formula_records,contains_target
0,123929712,99.99961510588837,false
1,426,0.0003437419110205666,true
2,38,0.00003066242398775007,true
3,7,5.648341260901329e-6,true
4,4,3.227623577657902e-6,true
6,1,8.069058944144755e-7,true
9,1,8.069058944144755e-7,true
