value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Negative,54251,0,54251,0.0,12.221308613329429,0.0,NO_TARGET_POSITIVES
Positive,389293,1,389292,0.00025687592635880943,87.69736768002163,100.0,LOW_TARGET_SUPPORT
UNKNOWN,361,0,361,0.0,0.08132370664894516,0.0,NO_TARGET_POSITIVES
TOTAL_RECORDS,443905,1,443904,0.00022527342562034668,100.0,100.0,
TOTAL_ASSIGNMENTS,443905,1,443904,0.00022527342562034668,100.0,100.0,
