value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Negative,54251,3,54248,0.0055298519842952205,12.221308613329429,50.0,LOW_TARGET_SUPPORT
Positive,389293,3,389290,0.0007706277790764282,87.69736768002163,50.0,LOW_TARGET_SUPPORT
UNKNOWN,361,0,361,0.0,0.08132370664894516,0.0,NO_TARGET_POSITIVES
TOTAL_RECORDS,443905,6,443899,0.0013516405537220802,100.0,100.0,
TOTAL_ASSIGNMENTS,443905,6,443899,0.0013516405537220802,100.0,100.0,
