value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Alkaloids,210679,35036,175643,16.630039064168713,47.46038003626902,86.73350662210669,
Amino acids and Peptides,30102,1558,28544,5.175735831506213,6.781180658023676,3.8569129842802328,
Carbohydrates,8225,563,7662,6.844984802431611,1.8528739257273517,1.3937368486198787,
Fatty acids,27710,58,27652,0.2093107181522916,6.242326623939807,0.14358212650080457,
Polyketides,19715,310,19405,1.5724067968551865,4.441265586105135,0.7674217106077486,
Shikimates and Phenylpropanoids,88308,1493,86815,1.6906735516600986,19.893445669681576,3.696001980443124,
Terpenoids,70569,1504,69065,2.1312474315917753,15.897320372602247,3.7232330734001735,
TOTAL_RECORDS,443905,40395,403510,9.099920027933905,100.0,100.0,
TOTAL_ASSIGNMENTS,455308,40522,414786,8.899909511803,102.56879287234881,100.31439534595864,
