value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Negative,54251,3,54248,0.0055298519842952205,12.221308613329429,0.5836575875486382,LOW_TARGET_SUPPORT
Positive,389293,511,388782,0.13126359836935161,87.69736768002163,99.41634241245137,
UNKNOWN,361,0,361,0.0,0.08132370664894516,0.0,NO_TARGET_POSITIVES
TOTAL_RECORDS,443905,514,443391,0.1157905407688582,100.0,100.0,
TOTAL_ASSIGNMENTS,443905,514,443391,0.1157905407688582,100.0,100.0,
