value,total_count,target_count,non_target_count,percent_target_within_group,percent_of_all_records,percent_of_all_target,support_warning
Alkaloids,210679,1,210678,0.0004746557559130241,47.46038003626902,1.1764705882352942,LOW_TARGET_SUPPORT
Amino acids and Peptides,30102,51,30051,0.16942395854096073,6.781180658023676,60.0,
Carbohydrates,8225,0,8225,0.0,1.8528739257273517,0.0,NO_TARGET_POSITIVES
Fatty acids,27710,4,27706,0.01443522194153735,6.242326623939807,4.705882352941177,LOW_TARGET_SUPPORT
Polyketides,19715,0,19715,0.0,4.441265586105135,0.0,NO_TARGET_POSITIVES
Shikimates and Phenylpropanoids,88308,0,88308,0.0,19.893445669681576,0.0,NO_TARGET_POSITIVES
Terpenoids,70569,29,70540,0.04109453159319248,15.897320372602247,34.11764705882353,
TOTAL_RECORDS,443905,85,443820,0.01914824117772947,100.0,100.0,
TOTAL_ASSIGNMENTS,455308,85,455223,0.018668681420049724,102.56879287234881,100.0,
