atom_count,record_count,percent_of_formula_records,contains_target
0,123921979,99.99337530260686,false
1,7200,0.0058097224397842245,true
2,777,0.0006269658799600475,true
3,99,0.00007988368354703308,true
4,60,0.00004841435366486854,true
5,20,0.000016138117888289514,true
6,18,0.000014524306099460559,true
7,11,8.87596483855923e-6,true
8,9,7.2621530497302796e-6,true
9,3,2.420717683243427e-6,true
10,1,8.069058944144755e-7,true
12,3,2.420717683243427e-6,true
14,1,8.069058944144755e-7,true
15,1,8.069058944144755e-7,true
21,2,1.613811788828951e-6,true
30,1,8.069058944144755e-7,true
38,2,1.613811788828951e-6,true
40,2,1.613811788828951e-6,true
